__label__社会 , 日本 で 最も 面積 が 大きい 市 は ○ ○ 市 ？ ○ の 漢字 を ひ ら が なで 答え なさい た か や ま 
__label__社会 , 遠浅 の 海 や 干潟 など を 干上がら せ 農地 として 利用 する こと を 指す 用語 は 「 ○ ○ 」 ？ ○ の 漢字 を ひ ら が なで 答え なさい かん たく 
__label__社会 , ベトナム ・ バッチャン フランス ・ リモージュ 中国 ・ 景 徳 鎮 ドイツ ・ マイセン 着物 の 町 焼物 の 町 置物 の 町 織物 の 町 
__label__社会 , アラビア 語 で 「 2 つ の 海 」 という 意味 の 名前 を もつ アジア の 国 は バーレーン で ある 
__label__社会 , テレビ塔 大通 公園 羊 ヶ 丘 展望 台 時計 台 札幌 市 静岡 市 新潟 市 名古屋 市 
__label__社会 , 次 の 独立 行政 法人 と それ を 所轄 する 省庁 の 正しい 組み合わせ を 選び なさい 情報処理 推進 機構 国立 公文書 館 酒類 総合 研究所 経済 産業 省 内閣 府 財務省 
__label__社会 , 日本 で 初めて ハイジャック さ れ た 飛行機 の 名前 は ○ ○ 号 ？ ○ を 答え なさい よど 
__label__社会 , 東京 都営 の モノレール 路線 上 の 懸垂 線 の 運行 区間 は 上野 動物 園内 だけ で ある 
__label__社会 , 茨城 県 に ある 筑波大学 は 国立 大学 で ある 
__label__社会 , 世界 最高峰 ・ エベレスト 山 を チベット で は こう 呼び ます チョモランマ 
__label__社会 , 「 湯 もみ 」 で 有名 な 草津 温泉 が ある の は 群馬 県 で ある 
__label__社会 , 飛行機 を 乗っ取る こと を 「 シージャック 」 という 
__label__社会 , 船 の 速度 など を 表す 単位 「 ノット 」 を 、 漢字 で は 「 節 」 と 表す 
__label__社会 , 次 の 宗教 と その 開祖 の 正しい 組み合わせ を 選び なさい キリスト教 仏教 イスラム教 釈迦 ムハンマド イエス ・ キリスト 
__label__社会 , その 歌い だし から 付け られ た 早稲田大学 の 校歌 の 通称 は 『 都 の 東北 』 で ある 
__label__社会 , ケネディ 大統領 が 暗殺 さ れ た とき に 乗っ て い た 車 は 「 マッキンリー 」 で ある 
__label__社会 , 岡本 太郎 が 制作 し た 、 吹田 市 に ある 大坂 万博 の シンボル だっ た 建造 物 は 「 ○ ○ の 塔 」 ？ ○ の 漢字 を ひ ら が なで 答え なさい たい よう 
__label__社会 , 「 関 関 同 立 」 と 総称 さ れる 関西 の 私立 大学 で 、 「 同 」 が 表す の は 同志社大学 です が 「 立 」 が 表す の は ○ ○ ○ 大学 ？ ○ の 漢字 を ひ ら が なで 答え なさい りつ め いかん 
__label__社会 , 「 アイビー リーグ 」 を 構成 する 大学 で 、 ニュージャージー 州 に ある の は ○ ○ ○ ○ ○ ○ 大学 ？ ○ を 答え なさい プリンストン 
__label__社会 , 1983 年 に ビルマ で 起き た 、 爆弾 テロ による 韓国 の 全 斗煥 大統領 暗殺 未遂 事件 を ○ ○ ○ ○ ○ 事件 という ？ ○ を 答え なさい ラングーン 
__label__社会 , 車 の ナンバー プレート に は 「 あ 」 から 「 ん 」 まで すべて の ひ ら が な が 使わ れ て いる 
__label__社会 , 沖縄 県 に も 高速 道路 が 走っ て いる 
__label__社会 , ゆう ちょ 銀行 の 定額 貯金 における 預入 の 金額 は 1000 円 単位 で ある 
__label__社会 , 旧 ソ連 に 見 られ た 共同 組合 的 な 農業 組織 コルホーズ 
__label__社会 , 次 の 世界 的 な 観光 スポット と それ が ある 都市 の 正しい 組み合わせ を 選び なさい 小便 小僧 自由 の 女神 マーライオン ニューヨーク シンガポール ブリュッセル 
__label__社会 , 東北 地方 に よく 見 られる 民家 の 形 です 曲 家 
__label__社会 , 現在 の 首相 ・ 野田 佳彦 は 千葉 県 野田 市 の 出身 で ある 
__label__社会 , 都庁 の 新宿 移転 、 臨海 副 都心 開発 など を 断行 し た 元 東京 都知事 です 鈴木 俊一 
__label__社会 , 衆議院 の 解散 による 総 選挙 後 30 日 以内 に 召集 さ れる 国会 を 「 ○ ○ 国会 」 という ？ ○ の 漢字 を ひ ら が なで 答え なさい とくべつ 
__label__社会 , 東京 都 の 特別 区 で 、 大森 区 と 蒲田 区 が 合併 し て 誕生 し た の は ○ ○ 区 ？ ○ の 漢字 を ひ ら が なで 答え なさい おお た 
__label__社会 , 次 の 文字 列 を 順に 選ん で 国内 問題 を 重視 し て 他国 と の 同盟 を 嫌う 単独 行動 主義 を 表す 言葉 に し なさい アイ ソレー ズム ショニ 
__label__社会 , [ 画像 問 ] 次 の うち 、 ポーランド の 国旗 は どっち ？ （ A . 上 が 赤 で 下 が 白 | B . 上 が 白 で 下 が 赤 ） 
__label__社会 , 2012 年 12 月 に 、 民主党 の 第 10 代 代表 に 就任 し た 政治 家 は 馬淵 澄夫 で ある 
__label__社会 , JR 渋谷 駅 の 南側 に あり 北側 の ハチ公 像 とともに 待ち合わせ 場所 として 知ら れる モニュメント は モアイ 像 で ある 
__label__社会 , 日本 の 地方自治体 が 姉妹 都市 提携 を 結ん で いる 相手 の 国 で 最も 多い の は アメリカ で ある 
__label__社会 , ロンドン を 流れる テムズ 川 が 注ぐ 海 は 北極 海 で ある 
__label__社会 , 海外 へ の 玄関 口 に なっ て いる 日本 の 関西国際空港 を 意味 する スリー レター コード は ○ ○ ○ ？ ( 3 文字 ) KIX 
__label__社会 , 日本 の 裁判 員 制度 で 裁判 員 に 選出 さ れ たら 絶対 に 辞退 する こと は でき ない 
__label__社会 , 約 1700 万 平方 km と 世界 第 1 位 の 国土 面積 を 持つ 国 は ？ ( 3 文字 ) ロシア 
__label__社会 , 中世 の 頃 から 海洋 で 目撃 さ れ た 巨大 な 海蛇 の よう な 体 を 持つ 未 確認 生物 は ？ シーサーペント 
__label__社会 , 東京 都 千代田 区 の 霞が関 に は その 名 の 通り 、 江戸 時代 に 関所 が 置か れ て い た 
__label__社会 , 次 の 政治 家 を 首相 と 務め た 国 ごと に グループ 分け し なさい ドイツ フランス ヘルムート・コール フランソワ・フィヨン ゲアハルト・シュレーダー 
__label__社会 , 日本 の 国土 は 海 に 面し て いる 
__label__社会 , [ 画像 問 ] この インド の 世界 遺産 を 建設 し た 皇帝 は ○ ○ ○ ・ジャハーン ？ （ タージ・マハル ） シャー 
__label__社会 , 2009 年 9 月 に 第 93 代 内閣 総理 大臣 に 就任 し た 政治 家 は 鳩山 由紀夫 です が その 父方 の 祖父 で ある 元 内閣 総理 大臣 は 鳩山 ○ ○ ？ ○ の 名前 を 答え なさい いちろう 
__label__社会 , 「 東京 六 大学 」 に 数え られる 大学 の 名前 は 、 すべて 日本 の 元号 に ちなん で いる 
__label__社会 , かつて の ユーゴスラビア 連邦 を 表現 し た 一連 の 言葉 で 「 一つ の 」 と いえ ば ？ 国家 共和 国 宗教 言語 
__label__社会 , 上野 ・ 札幌 間 を 結ぶ JR 東日本 の 豪華 寝台 特急 の 、 ある 星座 の 名前 に ちなむ 愛称 は ？ カシオペア 
__label__社会 , 日本 に は 世界 遺産 が 一つ も ない 
__label__社会 , 偵察 を 主 な 任務 と する 兵士 の こと です 斥候 
__label__社会 , 商店 街 など に 見 られる 屋根 を 付け た 通路 の こと アーケード 
__label__社会 , 2011 年 12 月 に 建設 再開 が 正式 に 決まっ た の は 群馬 県 の 「 ？ ダム 」 八 ッ 場 
__label__社会 , 香川 県 と 神奈川 県 で 関東 地方 に ある の は 神奈川 県 で ある 
__label__社会 , 東京 都 と 大阪 府 で より 人口 密度 が 高い の は 大阪 府 で ある 
__label__社会 , 次 の 州 を それ が ある 国 ごと に グループ 分け し なさい アメリカ スペイン オーストラリア アンダルシア 州 クイーンズランド 州 カリフォルニア 州 タスマニア 州 
__label__社会 , 現在 発行 さ れ て いる 「 千 円 札 」 と 「 百 円 玉 」 に 共通 し て 描か れ て いる 植物 は ○ ？ ○ の 漢字 を ひ ら が なで 答え なさい さくら 
__label__社会 , 大都市 の 人口 が 減っ て 郊外 の 人口 が 増える の は ○ ○ ○ ○ 化 現象 ？ ○ を 答え なさい ドーナツ 
__label__社会 , 西武百貨店 と 東部 百貨店 で JR 池袋 駅 の 東口 に 店舗 を 構え て いる の は 東部 百貨店 の 方 で ある 
__label__社会 , 三陸 鉄道 の 持つ 2 つ の 路線 で 営業 距離 が 長い の は 「 北リアス線 」 の 方 で ある 
__label__社会 , 1972 年 の ベストセラー 『 日本 列島 改造 論 』 の 著者 で ある 政治 家 は 田中 角栄 です が 1993 年 の ベストセラー 『 日本 改造 計画 』 の 著者 で ある 政治 家 は ○○○○？○ の 漢字 を ひ ら が なで 答え なさい お ざわいちろう 
__label__社会 , 国際 連合 の 初代 事務 総長 は トリグブ・ ○ ○ ？ ○ を 答え なさい リー 
__label__社会 , 世界 で 初めて 警察 犬 を 導入 し た 国 は ドイツ で ある 
__label__社会 , 長時間 放置 さ れ 、 預金 者 へ の 連絡 も 取れ なく なっ た 状態 の 預金 口座 の こと を 「 ○ ○ 口座 」 という ？ ○ の 漢字 を ひ ら が なで 答え なさい きゅう みん 
__label__社会 , 次 の 第 1 回 サミット の 参加 国 と 参加 し た 首脳 の 正しい 組み合わせ を 選び なさい フランス イタリア アメリカ ジスカールデスタン モロ フォード 
__label__社会 , 有名 な 文化 遺産 「 高句麗 前期 の 都城 と 古墳 」 が ある 国 は 中国 です が 「 高句麗 古墳 群 」 が ある 国 は ？ 日本 中国 北朝鮮 モンゴル 
__label__社会 , 2010 年 の 国勢調査 に よる と 日本 の 都道府県 の 中 で 東京 都 に 次いで 2 番目 に 人口 が 多い の は 大阪 府 で ある 
__label__社会 , 2012 年 8 月 に 政治 団体 「 中京 維新 の 会 」 を 設立 し た 政治 家 は 名古屋 市長 の 河村 たかし で ある 
__label__社会 , 高速 道路 と 一般 道 を 結ぶ 「 IC 」 と は 「 ○ ○ ○ ○ チェンジ 」 の 略 ？ ○ を 答え なさい インター 
__label__社会 , マウナ・ケア 山 が ある ハワイ 州 の 島 は ハワイ 島 で ある 
__label__社会 , 日本 の 文化 勲章 に デザイン さ れ て いる 花 は ？ きく さくら ひまわり たちばな 
__label__社会 , 国策 遂行 の ため の 情報 収集 、 対外 工作 など を 担当 する 「 アメリカ 中央 情報 局 」 の アルファベット 3 字 で の 略称 は ？ ( 3 文字 ) CIA 
__label__社会 , 1989 年 に 世界 デザイン 博覧 会 が 開催 さ れ た 日本 の 都市 は 名古屋 市 で ある 
__label__社会 , 年間 乗降 客数 が 日本 で 一番 多い 鉄道 の 駅 は JR 東京 駅 で ある 
__label__社会 , 次 の 国際 空港 と それ が 位置 する 都道府県 の 正しい 組み合わせ を 選び なさい 成田 国際 空港 関西国際空港 中部 国際 空港 千葉 県 大阪 府 愛知 県 
__label__社会 , 現在 の 日本 の 総 人口 は 1 億 人 を 超え て いる 
__label__社会 , 日本 の 国道 で もっとも 距離 が 長い の は 4 号線 で ある 
__label__社会 , 次 の うち 、 ノルウェー で 「 四 大 フィヨルド 」 に 数え られる もの を 全て 選び なさい カウパングル トロンヘイム ソグネ 
__label__社会 , 北陸 地方 の 県 を 1 つ 答え なさい に い が たけん と や まけん い しか わけ ん ふく いけん 
__label__社会 , ここ で の クルージング も 観光 客 に 人気 が 高い 、 エジプト を 南北 に 流れる 大河 は ○ ○ ○ 川 ？ ○ を 答え なさい ナイル 
__label__社会 , オランダ の 首都 アムステルダム の 「 ダム 」 と は 川 を せき止める ダム の こと で ある 
__label__社会 , 富士山 の 裾野 に でき た 山梨 県 の 観光 名所 です 忍野 八 海 
__label__社会 , 南 アジア の 国 です スリランカ 
__label__社会 , 2009 年 に 、 全国 の 政令 指定 都市 で 初めて 女性 市長 が 誕生 し た の は ？ 仙台 市 川崎 市 千葉 市 新潟 市 
__label__社会 , 「 ～ 本線 」 という 名 が つく JR の 路線 の 全て に 特急 列車 が 走っ て いる 
__label__社会 , 仏像 の おでこ に み られる ほくろ の よう な 突起 の こと を 「 黒 亳 」 という 
__label__社会 , 次 の 文字 を 順に 選ん で 2005 年 に 廃止 さ れ た JR の 寝台 特急 列車 の 名前 に し なさい ら く さ 
__label__社会 , 次 の うち 多く の 観光 客 が 訪れる 韓国 の 都市 を 全て 選び なさい シャンハイ テジョン ソウル 
__label__社会 , 次 の うち 、 九州 地方 に ある 県 を 全て 選び なさい 長崎 県 福井 県 福岡 県 
__label__社会 , 1900 年 に 桂 太郎 によって 創立 さ れ た 台湾 協会 学校 を 前身 と する 私立 大学 は 拓殖大学 で ある 
__label__社会 , 1989 年 の アジア 太平洋 博覧 会 跡地 に 建設 さ れ た 、 福岡 市 に ある ウォーター フロント 開発 地区 は シーサイド ○ ○ ○ ？ ( 3 文字 ) も もち 
